"OM_CENTRALIZADA_ID","OM_CENTRALIZADORA_ID","GESTORIA_ID","CONTATO","TELEFONE","CRIACAO","MODIFICACAO","TIPO_CENTRALIZACAO_ID","DATA_INICIO","DATA_FIM"
12788,12788,2,,,2016-03-09 14:20:34.000,2016-03-09 14:20:34.000,1,2016-01-01 00:00:00.000,
12789,12789,2,,,2016-03-09 14:28:25.000,2016-03-09 14:28:25.000,1,2016-01-01 00:00:00.000,
12790,12790,2,,,2016-03-09 14:32:27.000,2016-03-09 14:32:27.000,1,2016-01-01 00:00:00.000,
12791,12791,2,,,2016-03-09 14:34:52.000,2016-03-09 14:34:52.000,1,2016-01-01 00:00:00.000,
12792,12792,2,,,2016-03-09 14:44:13.000,2016-03-09 14:44:13.000,1,2016-01-01 00:00:00.000,
10200,10056,2,,,2017-10-20 14:10:46.000,2017-11-08 13:48:59.000,4,2017-10-23 00:00:00.000,
10156,10139,2,CT(QC-CA) Pereira,"2178-6811",2020-01-22 08:20:20.000,2021-05-17 15:24:14.000,4,2020-01-23 00:00:00.000,2021-03-31 00:00:00.000
10238,10238,2,,"21891129",2018-04-05 15:46:14.000,2018-04-05 15:46:14.000,1,2018-05-01 00:00:00.000,
10404,10404,2,,"21891509",2018-04-20 11:16:45.000,2023-06-12 17:11:32.000,1,2018-05-01 00:00:00.000,2019-10-31 00:00:00.000
10108,10139,2,,,2018-07-16 09:02:22.000,2018-07-16 09:02:22.000,1,2018-07-16 00:00:00.000,2018-07-20 00:00:00.000
11693,10139,2,,,2019-04-02 17:47:39.000,2019-04-02 17:47:52.000,4,2019-03-26 00:00:00.000,2019-03-26 00:00:00.000
13940,10056,2,,,2020-07-30 10:15:42.000,2020-07-30 10:15:42.000,1,2020-07-10 00:00:00.000,
10047,10139,2,,,2018-11-13 09:57:49.000,2019-02-01 12:45:05.000,4,2018-10-22 00:00:00.000,2018-12-31 00:00:00.000
10230,10139,2,,,2020-01-22 08:18:52.000,2020-01-22 08:18:52.000,1,2020-01-01 00:00:00.000,2020-01-06 00:00:00.000
13879,10138,2,,"22 26214100",2020-01-27 09:32:42.000,2024-09-05 11:00:04.000,1,2019-12-06 00:00:00.000,2024-06-30 00:00:00.000
14139,10139,2,,,2021-02-09 10:10:18.000,2021-07-20 16:26:21.000,1,2021-02-01 00:00:00.000,2021-06-30 00:00:00.000
10118,10118,2,,,2022-03-08 14:08:10.000,2022-03-08 14:08:10.000,2,2022-02-01 00:00:00.000,
10273,10273,2,,(91) 3216-4558 Retelma: 8411-4558,2015-10-06 10:05:04.000,2015-10-06 10:05:04.000,1,2015-10-01 00:00:00.000,
10400,10400,2,,"3216-4551",2015-10-06 10:06:06.000,2015-10-06 10:06:06.000,1,2015-10-01 00:00:00.000,
10024,10139,2,"1T (QC-CA) Pimentel","2178-6875",2019-03-29 17:25:49.000,2019-05-02 07:56:48.000,1,2019-03-29 00:00:00.000,2019-05-29 00:00:00.000
12706,12706,2,,,2016-02-17 13:38:09.000,2016-02-17 13:38:09.000,1,2016-01-01 00:00:00.000,
12704,12706,2,,,2016-02-17 13:38:09.000,2016-02-17 13:38:09.000,1,2016-01-01 00:00:00.000,
10166,10166,2,,(0XX71) 3307-3678 Retelma: 8210-3963,2016-07-29 14:40:39.000,2016-07-29 14:40:39.000,1,2016-08-01 00:00:00.000,
10325,10325,2,,(0XX71) 2108-3954 Sistelma: 8210-3954/3677,2016-07-29 14:47:35.000,2016-07-29 14:47:35.000,1,2016-08-01 00:00:00.000,
10254,10254,2,,"(0XX71) 3307-3956, 9978-7617",2016-07-29 14:56:23.000,2016-07-29 14:56:23.000,1,2016-08-01 00:00:00.000,
10169,10169,2,,,2016-07-29 14:58:28.000,2016-07-29 14:58:28.000,1,2016-08-01 00:00:00.000,
10265,10265,2,,(71) 3307-3649,2016-07-29 15:00:10.000,2016-07-29 15:00:10.000,1,2016-08-01 00:00:00.000,
10048,10048,2,,(71) 3307-3639 - Retelma 8210-3639,2016-07-29 15:07:34.000,2016-07-29 15:07:34.000,1,2016-08-01 00:00:00.000,
10331,10139,2,,,2019-11-05 16:00:36.000,2019-11-05 16:00:36.000,4,2019-10-22 00:00:00.000,2019-10-31 00:00:00.000
13277,10139,2,,,2018-06-25 10:39:17.000,2019-12-19 12:51:58.000,1,2018-06-01 00:00:00.000,2019-11-30 00:00:00.000
10331,10139,2,,,2020-01-23 10:11:56.000,2021-02-11 12:22:52.000,4,2020-01-25 00:00:00.000,2020-12-31 00:00:00.000
10105,10139,2,,"8110-5063",2021-02-26 10:23:26.000,2021-07-20 16:26:47.000,4,2021-02-08 00:00:00.000,2021-06-30 00:00:00.000
14120,14120,2,,,2020-12-21 08:24:15.000,2020-12-21 08:24:15.000,1,2021-01-01 00:00:00.000,
14119,14119,2,,,2021-07-01 00:00:00.000,2021-07-01 00:00:00.000,1,2021-07-01 00:00:00.000,
10218,10218,2,,,2022-04-07 11:16:47.000,2022-04-07 11:16:47.000,2,2022-02-01 00:00:00.000,
12724,12724,2,,,2022-04-20 10:56:36.000,2022-04-20 10:56:36.000,1,2022-01-01 00:00:00.000,
12725,12725,2,,,2022-04-20 10:58:26.000,2022-04-20 10:58:26.000,1,2022-01-01 00:00:00.000,
12793,12793,2,,,2016-03-09 14:54:36.000,2016-03-09 14:54:36.000,1,2016-01-01 00:00:00.000,
12794,12794,2,,,2016-03-09 14:56:38.000,2016-03-09 14:56:38.000,1,2016-01-01 00:00:00.000,
10173,10173,2,,"3216-3432",2016-08-23 10:55:29.000,2016-08-23 10:55:29.000,1,2016-09-01 00:00:00.000,
10392,10392,2,,"(0 XX 84) 3216-3433, 8802-8580 Ramal: 21 Retelma: 8311-3433",2016-08-23 10:57:25.000,2016-08-23 10:57:25.000,1,2016-09-01 00:00:00.000,
10213,10213,2,,"2189-1293/1297",2018-03-09 16:14:12.000,2023-06-12 17:03:27.000,1,2018-04-01 00:00:00.000,2020-12-01 00:00:00.000
10303,10139,2,,,2017-10-19 12:49:24.000,2018-01-17 09:39:52.000,2,2017-10-15 01:00:00.000,2018-01-18 00:00:00.000
10049,10056,2,,,2017-10-20 13:59:55.000,2017-11-08 13:48:41.000,4,2017-10-23 00:00:00.000,
10296,10056,2,,,2017-10-20 14:00:54.000,2017-11-08 10:17:46.000,4,2017-10-23 00:00:00.000,
10324,10056,2,,,2017-10-20 14:01:48.000,2017-11-08 13:47:40.000,4,2017-10-23 00:00:00.000,
10317,10056,2,,,2017-10-20 14:02:38.000,2017-11-08 13:48:09.000,4,2017-10-23 00:00:00.000,
10303,10056,2,,,2017-10-20 14:04:32.000,2017-11-08 13:49:55.000,4,2017-10-15 01:00:00.000,
13598,10029,2,,,2019-03-07 16:16:14.000,2019-03-07 16:16:14.000,1,2019-01-22 00:00:00.000,
10230,10139,2,henrique.joao@marinha.mil.br,"8126-6807",2020-04-27 08:59:25.000,2020-05-25 07:36:33.000,4,2020-04-25 00:00:00.000,2020-06-25 00:00:00.000
13277,13277,2,,,2020-02-07 14:41:09.000,2020-02-07 14:41:09.000,1,2020-03-01 00:00:00.000,
10331,10139,2,,,2020-07-01 16:41:19.000,2020-10-15 18:11:40.000,4,2020-06-24 00:00:00.000,2020-08-28 00:00:00.000
10651,10651,2,,(84) 8802-8579,2021-02-26 14:23:27.000,2021-02-26 14:23:27.000,1,2021-03-01 00:00:00.000,
13498,14119,2,,,2021-08-05 15:35:31.000,2025-05-12 11:45:44.000,4,2021-07-01 00:00:00.000,2021-07-31 00:00:00.000
10371,10371,2,,,2002-01-01 00:00:00.000,2002-01-01 00:00:00.000,1,2002-01-01 00:00:00.000,
10406,14119,2,,,2021-12-15 12:14:53.000,2025-07-10 08:04:31.000,4,2022-01-01 00:00:00.000,2025-06-30 00:00:00.000
10033,14119,2,,,2022-01-13 08:56:41.000,2023-07-13 15:13:47.000,2,2022-01-13 00:00:00.000,
10128,14119,2,,,2022-01-13 08:57:17.000,2025-05-12 12:03:52.000,4,2022-01-04 00:00:00.000,2023-06-30 00:00:00.000
10272,14119,2,,,2022-01-13 08:59:16.000,2023-09-18 16:42:36.000,4,2022-01-04 00:00:00.000,2023-06-30 00:00:00.000
10312,14119,2,,,2022-01-13 08:59:48.000,2025-05-12 11:50:23.000,4,2022-01-04 00:00:00.000,2023-06-30 00:00:00.000
10396,14119,2,,,2022-01-13 09:00:19.000,2023-09-18 16:53:25.000,4,2022-01-04 00:00:00.000,2023-06-30 00:00:00.000
10055,14119,2,,,2022-01-13 09:00:43.000,2023-09-18 16:41:53.000,4,2022-01-10 00:00:00.000,2023-06-30 00:00:00.000
10176,10176,2,,,2022-02-14 15:27:42.000,2022-02-14 15:27:42.000,1,2008-07-01 00:00:00.000,
14340,10340,2,,,2022-01-28 10:48:09.000,2023-07-04 15:40:47.000,1,2022-01-28 00:00:00.000,2023-05-31 00:00:00.000
11954,11954,2,,"9299128173",2017-03-14 15:53:00.000,2022-06-17 21:30:56.000,1,2017-03-01 00:00:00.000,
13136,10139,2,,"2178-7705",2017-08-03 09:24:10.000,2021-07-20 16:22:08.000,1,2017-08-01 00:00:00.000,2021-06-30 00:00:00.000
10872,10056,2,,,2017-10-20 13:55:41.000,2017-11-08 13:49:29.000,4,2017-10-23 00:00:00.000,
10105,10056,2,,,2018-01-15 15:11:41.000,2018-01-15 15:11:41.000,4,2018-01-18 00:00:00.000,
10250,10056,2,,,2018-01-15 15:11:56.000,2018-01-15 15:11:56.000,4,2018-01-18 00:00:00.000,
10148,10056,2,,,2018-01-15 15:12:16.000,2025-07-14 10:13:33.000,4,2018-01-18 00:00:00.000,2025-06-30 00:00:00.000
10106,10056,2,,,2018-01-15 15:12:48.000,2018-01-15 15:12:48.000,4,2018-01-18 00:00:00.000,
10033,10056,2,,,2018-01-15 15:13:05.000,2018-01-15 15:13:05.000,4,2018-01-18 00:00:00.000,
10144,10056,2,,,2018-01-15 15:13:22.000,2018-01-15 15:13:22.000,4,2018-01-18 00:00:00.000,
10018,10056,2,,,2018-01-15 15:13:39.000,2018-01-15 15:13:39.000,4,2018-01-18 00:00:00.000,
11693,10056,2,,,2018-01-15 15:14:15.000,2018-01-15 15:14:15.000,4,2018-01-18 00:00:00.000,
13116,10340,2,,"21 2189-1929",2018-05-30 15:46:38.000,2023-07-04 15:40:28.000,1,2018-06-01 00:00:00.000,2023-05-31 00:00:00.000
10108,10139,2,,,2018-09-11 14:17:46.000,2018-09-18 08:07:16.000,4,2018-08-01 00:00:00.000,2018-09-30 00:00:00.000
13217,13217,2,,+55 (15) 3229-8643,2021-02-23 16:01:35.000,2021-02-23 16:01:35.000,1,2021-02-01 00:00:00.000,
10045,10139,2,,,2018-11-14 08:57:26.000,2020-12-16 16:33:15.000,4,2018-11-01 00:00:00.000,2020-10-30 00:00:00.000
10148,13939,2,,,2020-11-18 14:32:37.000,2020-11-18 14:32:37.000,4,2020-11-13 00:00:00.000,
13940,14119,2,,,2022-01-12 15:35:02.000,2023-07-13 15:15:35.000,2,2022-01-17 00:00:00.000,
10271,10126,2,CT-AA SOBRINHO,"2104-5675",2015-08-18 08:37:48.000,2015-08-18 08:37:48.000,1,2015-08-01 00:00:00.000,
10394,10394,2,,(0XX91) 216-4499,2015-10-05 10:40:52.000,2015-10-05 10:40:52.000,1,2015-10-01 00:00:00.000,
10334,10334,2,,,2018-08-23 10:17:56.000,2018-08-23 10:17:56.000,1,2018-09-01 00:00:00.000,
12656,12656,2,,,2016-02-12 13:35:32.000,2016-02-12 13:35:32.000,1,2016-02-01 00:00:00.000,
12727,12727,2,,,2022-04-20 12:01:39.000,2022-04-20 12:01:39.000,1,2022-01-01 00:00:00.000,
10312,10056,2,,,2017-12-11 13:02:12.000,2017-12-11 13:02:12.000,4,2017-12-16 00:00:00.000,
12728,12728,2,,,2022-04-20 12:05:05.000,2022-04-20 12:05:05.000,1,2022-01-01 00:00:00.000,
12703,12703,2,,,2022-04-20 12:06:32.000,2022-04-20 12:06:32.000,1,2022-01-01 00:00:00.000,
12704,12704,2,,,2022-04-20 12:08:28.000,2022-04-20 12:08:28.000,1,2022-01-01 00:00:00.000,
12705,12705,2,,,2022-04-20 12:13:12.000,2022-04-20 12:13:12.000,1,2022-01-01 00:00:00.000,
12683,12683,2,,,2016-02-12 15:22:45.000,2016-02-12 15:22:45.000,1,2016-02-01 00:00:00.000,
10021,10021,2,,(21) 2189-3592,2019-12-17 09:30:52.000,2019-12-17 09:30:52.000,1,2019-12-01 00:00:00.000,
10079,10079,2,,,2016-02-17 14:38:42.000,2016-02-17 14:38:42.000,1,2009-07-01 00:00:00.000,
10009,10009,2,,(0XX71) 3307-3960; 9968-3596 Ramal: 216 Retelma: 8210-3960,2016-08-02 14:05:10.000,2016-08-02 14:05:10.000,1,2016-08-01 00:00:00.000,
10095,10095,2,,(92) 2123-4716,2016-11-07 15:47:14.000,2016-11-07 15:47:14.000,1,2016-10-01 00:00:00.000,
10179,10056,2,,,2017-12-11 13:03:17.000,2017-12-11 13:03:17.000,4,2017-12-16 00:00:00.000,
10389,10056,2,,,2017-12-11 13:03:41.000,2017-12-11 13:03:41.000,4,2017-12-16 00:00:00.000,
10128,10056,2,,,2017-12-11 13:03:56.000,2017-12-11 13:03:56.000,4,2017-12-16 00:00:00.000,
10084,10056,2,,,2017-12-11 13:04:11.000,2017-12-11 13:04:11.000,4,2017-12-16 00:00:00.000,
10089,10056,2,,,2017-12-11 13:04:25.000,2017-12-11 13:04:25.000,4,2017-12-16 00:00:00.000,
13297,10393,2,,"3478-3583",2018-03-13 10:25:34.000,2021-11-10 10:51:55.000,1,2018-02-22 00:00:00.000,2021-09-30 00:00:00.000
10026,10026,2,,"21-21891553",2019-01-23 13:35:33.000,2019-01-23 13:35:33.000,1,2019-02-01 00:00:00.000,
10242,10056,2,,,2017-12-11 13:05:36.000,2017-12-11 13:05:36.000,4,2017-12-16 00:00:00.000,
10396,10056,2,,,2017-12-11 13:06:06.000,2017-12-11 13:06:06.000,4,2017-12-16 00:00:00.000,
10055,10056,2,,,2017-12-11 13:06:29.000,2017-12-11 13:06:29.000,4,2017-12-16 00:00:00.000,
10331,10139,2,,,2019-12-16 11:25:46.000,2019-12-16 11:25:46.000,4,2019-11-01 00:00:00.000,2019-11-30 00:00:00.000
30042,30042,2,,"2189-3621",2019-06-13 13:33:14.000,2019-06-13 13:33:14.000,1,2019-07-01 00:00:00.000,
10091,10139,2,,,2020-09-10 08:51:05.000,2021-07-20 16:33:42.000,4,2020-09-08 00:00:00.000,2021-06-30 00:00:00.000
10156,10139,2,TEN PETERSON,"21786811",2021-02-23 14:27:38.000,2021-05-17 15:26:15.000,4,2021-02-01 00:00:00.000,2021-03-31 00:00:00.000
10280,14059,2,,,2021-08-05 15:42:53.000,2021-08-05 15:42:53.000,1,2021-08-01 00:00:00.000,
13036,10139,2,,,2021-08-12 10:51:27.000,2021-08-13 12:30:19.000,4,2021-07-01 00:00:00.000,2021-08-13 00:00:00.000
13719,13719,2,,,2021-09-01 00:00:00.000,2021-09-01 00:00:00.000,1,2021-09-01 00:00:00.000,
10393,13719,2,,,2021-11-09 14:44:20.000,2021-11-09 14:44:20.000,1,2021-10-01 00:00:00.000,
10250,14119,2,,,2022-01-12 15:02:40.000,2023-09-18 16:53:35.000,4,2022-01-04 00:00:00.000,2023-06-30 00:00:00.000
10137,14119,2,,,2022-01-12 15:01:45.000,2023-11-10 12:09:00.000,4,2022-01-04 00:00:00.000,2023-09-05 00:00:00.000
10303,14119,2,,,2022-01-12 15:02:08.000,2023-07-13 14:55:18.000,2,2022-01-13 00:00:00.000,
10018,14119,2,,,2022-01-12 15:06:26.000,2023-07-13 15:12:03.000,2,2022-01-13 00:00:00.000,
10326,14119,2,,,2022-01-12 15:07:12.000,2022-01-12 15:07:12.000,4,2022-01-13 00:00:00.000,
10317,14119,2,,,2022-01-12 15:07:52.000,2023-09-18 16:55:20.000,4,2022-01-04 00:00:00.000,2023-06-30 00:00:00.000
14339,10340,2,,,2022-01-27 14:55:57.000,2023-07-04 15:40:41.000,1,2022-01-27 00:00:00.000,2023-05-31 00:00:00.000
10347,10309,2,,,2024-07-29 09:46:35.000,2024-07-29 09:46:35.000,1,2024-07-01 00:00:00.000,
13156,13217,2,,,2022-10-10 15:18:01.000,2022-10-10 15:18:01.000,1,2022-10-01 00:00:00.000,
14499,14059,2,,,2023-04-03 13:27:26.000,2023-04-03 13:27:26.000,4,2023-03-01 00:00:00.000,
14479,14479,2,,,2023-04-11 15:53:35.000,2023-04-11 15:53:35.000,1,2023-03-01 00:00:00.000,
10340,13919,2,,,2023-07-04 15:45:24.000,2023-07-04 15:45:24.000,1,2023-06-01 00:00:00.000,
11874,11874,2,,(67) 3234-1289,2025-07-22 10:42:32.000,2025-07-22 10:42:32.000,1,2025-07-01 00:00:00.000,
14619,10032,2,,,2023-07-26 14:55:38.000,2023-07-26 14:55:38.000,1,2023-08-01 00:00:00.000,
13036,10110,2,"3SG Daniela Panice do Nascimento","8811-7345",2024-03-18 17:37:55.000,2024-03-18 17:38:44.000,1,2024-03-01 00:00:00.000,
10175,10309,2,,,2024-07-29 09:46:02.000,2024-07-29 09:46:02.000,1,2024-07-01 00:00:00.000,
10208,10309,2,,,2024-07-29 09:47:25.000,2024-07-29 09:47:25.000,1,2024-07-01 00:00:00.000,
13879,10309,2,,,2024-07-29 09:48:12.000,2024-07-29 09:48:12.000,1,2024-07-01 00:00:00.000,
10214,10309,2,,,2024-07-29 09:49:14.000,2024-07-29 09:49:14.000,1,2024-07-01 00:00:00.000,
10093,10309,2,,,2024-07-29 09:49:30.000,2024-07-29 09:49:30.000,1,2024-07-01 00:00:00.000,
10036,10309,2,,,2024-07-29 09:53:04.000,2024-07-29 09:53:04.000,1,2024-07-01 00:00:00.000,
10363,10309,2,,,2024-07-29 09:53:27.000,2024-07-29 09:53:27.000,1,2024-07-01 00:00:00.000,
10074,10309,2,,,2024-07-29 09:54:07.000,2024-07-29 09:54:07.000,1,2024-07-01 00:00:00.000,
14260,10309,2,,,2024-07-29 09:54:27.000,2024-07-29 09:54:27.000,1,2024-07-01 00:00:00.000,
10243,10309,2,,,2024-07-29 09:54:43.000,2024-07-29 09:54:43.000,1,2024-07-01 00:00:00.000,
14760,14760,2,,"81783015",2024-10-24 09:11:19.000,2024-10-24 09:11:19.000,1,2024-11-01 00:00:00.000,
10246,10246,2,,,2025-06-30 09:59:59.000,2025-06-30 09:59:59.000,1,2025-06-01 00:00:00.000,
10362,10362,2,,(53) 3233-6365,2022-05-19 10:53:33.000,2022-05-19 10:53:33.000,1,2022-06-01 00:00:00.000,
14419,10340,2,,,2022-06-13 13:45:47.000,2023-07-04 15:40:52.000,1,2021-11-22 00:00:00.000,2023-05-31 00:00:00.000
14459,14459,2,,"8814-2004",2024-01-09 09:11:35.000,2024-01-09 09:11:35.000,1,2024-01-01 00:00:00.000,
11051,11051,2,,(21) 2178-6716,2023-11-22 13:57:01.000,2023-11-22 13:57:01.000,1,2023-12-01 00:00:00.000,
13939,10056,2,,,2024-03-25 15:23:33.000,2024-03-25 15:23:33.000,1,2024-03-11 00:00:00.000,
10211,10211,2,,,2023-05-01 00:00:00.000,2023-05-01 00:00:00.000,1,2023-05-01 00:00:00.000,
10044,13919,2,,,2023-07-04 15:59:22.000,2023-07-04 15:59:22.000,4,2023-06-01 00:00:00.000,
10045,13919,2,,,2023-07-04 15:59:55.000,2023-07-04 15:59:55.000,1,2023-06-01 00:00:00.000,
10194,13919,2,,,2023-07-04 16:01:41.000,2023-07-04 16:01:41.000,1,2023-06-01 00:00:00.000,
10267,13919,2,,,2023-07-04 16:02:12.000,2023-07-04 16:02:12.000,4,2023-06-01 00:00:00.000,
10091,13919,2,,,2023-07-04 16:02:42.000,2023-07-04 16:02:42.000,1,2023-06-01 00:00:00.000,
10369,13919,2,,,2023-07-04 16:03:03.000,2023-07-04 16:03:03.000,1,2023-06-01 00:00:00.000,
10224,13919,2,,,2023-07-04 16:03:30.000,2023-07-04 16:03:30.000,1,2023-06-01 00:00:00.000,
